#,English Name,Cost IQD,Chinese Name,Platform,Offline Price IQD,English Support,Cover URL,Store Link,NSUID,Publisher,Languages,Matched Title,Source
81,Orbitals,4730,轨道双子星,Nintendo Switch 2,12000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/wii_u_download_software_3/SQ_WiiUDS_ORBIT_image500w.jpg,https://www.nintendo.com/en-gb/Games/Wii-U-download-software/ORBIT-1215666.html,,,english,ORBIT,EU
82,Sonic Racing: CrossWorlds,1711.6,索尼克赛车 交叉世界,Nintendo Switch 2,9000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Sonic-Racing-CrossWorlds-2875478.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Sonic Racing: CrossWorlds,EU
83,Diablo III: Eternal Collection,1711.6,暗黑破坏神3 永恒之战版,Nintendo Switch,9000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_DiabloIIIEternalCollection_enGB_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Diablo-III-Eternal-Collection-1417875.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Diablo III: Eternal Collection,EU
84,BlazBlue Entropy Effect X,1496,苍翼 混沌效应X,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Blazblue-Entropy-Effect-X-2960868.html,,,"chinese, english, french, german, japanese, portuguese, russian, spanish",Blazblue Entropy Effect X,EU
85,Prince of Persia: The Lost Crown,1496,波斯王子 失落的王冠,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Prince-of-Persia-The-Lost-Crown-2398221.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Prince of Persia™: The Lost Crown,EU
86,Donkey Kong Country Returns HD,1927.2,咚奇刚 回归 HD,Nintendo Switch,11000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Donkey-Kong-Country-Returns-HD-2590475.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, spanish",Donkey Kong Country Returns HD,EU
87,Extremely Powerful Capybaras,1496,无敌水豚,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Extremely-Powerful-Capybaras-2899095.html,,,"chinese, english, japanese, korean, portuguese",Extremely Powerful Capybaras,EU
88,Kirby's Return to Dream Land Deluxe,1711.6,星之卡比 Wii 豪华版,Nintendo Switch,9000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_KirbysReturnToDreamLandDeluxe_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Kirby-s-Return-to-Dream-Land-Deluxe-2267334.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, spanish",Kirby's Return to Dream Land Deluxe,EU
89,Teenage Mutant Ninja Turtles: Shredder's Revenge,1496,忍者神龟 施莱德的复仇,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TMNTShreddersRevenge_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Teenage-Mutant-Ninja-Turtles-Shredder-s-Revenge-1951281.html,,,"english, french, german, italian, japanese, portuguese, spanish",Teenage Mutant Ninja Turtles: Shredder's Revenge,EU
90,THE HOUSE OF THE DEAD 2: Remake,1496,死亡之屋2 重制版,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/THE-HOUSE-OF-THE-DEAD-2-Remake-2886637.html,,,"chinese, english, french, german, italian, japanese, portuguese, spanish",THE HOUSE OF THE DEAD 2: Remake,EU
91,STEINS;GATE ELITE,1711.6,命运石之门 精英,Nintendo Switch 2,6000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SteinsGateElite_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/STEINS-GATE-ELITE-1515441.html,,,english,STEINS;GATE ELITE,EU
92,Double Dragon Revive,1496,双截龙 复兴,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Double-Dragon-Revive-2934325.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Double Dragon Revive,EU
93,Captain Tsubasa: Rise of New Champions,1496,队长小翼 新秀崛起,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_CaptainTsubasaRiseOfNewChampions_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Captain-Tsubasa-Rise-of-New-Champions-1818954.html,,,"english, french, german, italian, spanish",Captain Tsubasa: Rise of New Champions,EU
94,Metroid Prime Remastered,1496,密特罗德 究极 重制版,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_MetroidPrimeRemastered_PEGI_image500w.png,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Metroid-Prime-Remastered-2341668.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, spanish",Metroid Prime Remastered,EU
95,MOUSE: P.I. For Hire,1496,鼠探 私家侦探,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/MOUSE-P-I-For-Hire-3060226.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",MOUSE: P.I. For Hire,EU
96,MONSTER HUNTER RISE + Sunbreak Deluxe,1496,怪物猎人 崛起,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_MonsterHunterRise_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/MONSTER-HUNTER-RISE-1843169.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",MONSTER HUNTER RISE,EU
97,Capcom Fighting Collection 2,1496,卡普空格斗合集2,Nintendo Switch,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Capcom-Fighting-Collection-2-2747143.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Capcom Fighting Collection 2,EU
98,SpongeBob: Krusty Cook-Off,1711.6,海绵宝宝,Nintendo Switch,9000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SpongebobKrustyCookOff_EN_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/SpongeBob-Krusty-Cook-Off-1968811.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",SpongeBob: Krusty Cook-Off,EU
99,Borderlands 3: Ultimate Edition,2358.4,无主之地3,Nintendo Switch,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Borderlands-3-Ultimate-Edition-2445001.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Borderlands 3 Ultimate Edition,EU
100,Patapon 1+2 Replay,1496,啪嗒砰 1+2 重制版,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/PATAPON-1-2-REPLAY-2804105.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",PATAPON 1+2 REPLAY,EU
101,Marvel Cosmic Invasion,1496,漫威宇宙入侵,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/MARVEL-Cosmic-Invasion-2945140.html,,,"english, french, german, italian, portuguese, russian, spanish",MARVEL Cosmic Invasion,EU
102,Drag x Drive,1496,拖曳突破,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Drag-x-Drive-2785803.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, spanish",Drag x Drive,EU
103,Sid Meier's Civilization VII,1496,文明7,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Sid-Meier-s-Civilization-VII-2637632.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Sid Meier's Civilization® VII,EU
104,Fashion Dreamer,1496,时尚造梦,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Fashion-Dreamer-2339423.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",Fashion Dreamer,EU
105,FATAL FRAME: Maiden of Black Water,1496,零 濡鸦之巫女,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/wiiu_6/PS_WiiU_ProjectZeroMaidenOfBlackWater_EU8_image500w.jpg,https://www.nintendo.com/en-gb/Games/Wii-U-games/Project-Zero-Maiden-of-Black-Water-1030005.html,,,"english, french, german",Project Zero: Maiden of Black Water,EU
106,Kunitsu-Gami: Path of the Goddess,1496,祇 女神之道,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Kunitsu-Gami-Path-of-the-Goddess-2807503.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Kunitsu-Gami: Path of the Goddess,EU
107,DRAGON QUEST I & II HD-2D Remake,2574,勇者斗恶龙1·2 HD-2D版,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/DRAGON-QUEST-I-II-HD-2D-Remake-2909900.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",DRAGON QUEST I & II HD-2D Remake,EU
108,ONE PIECE: PIRATE WARRIORS 3 – Deluxe Edition,1496,海贼无双3 豪华版,Nintendo Switch 2,12000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_OnePiecePirateWarriors3DeluxeEdition_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/ONE-PIECE-PIRATE-WARRIORS-3-Deluxe-Edition-1376229.html,,,"chinese, english, french, german, italian, spanish",ONE PIECE: PIRATE WARRIORS 3 - Deluxe Edition,EU
109,WILD HEARTS,1496,荒野之心,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_TheWildAtHeart_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/The-Wild-at-Heart-2078814.html,,,"chinese, english, french, german, japanese, korean, portuguese, spanish",The Wild at Heart,EU
110,No Man's Sky,1711.6,无人深空,Nintendo Switch 2,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_NoMansSky_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/No-Man-s-Sky-2169216.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",No Man's Sky,EU
111,Super Mario 3D All-Stars,1711.6,超级马力欧 3D全明星,Nintendo Switch,9000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_SuperMario3DAllstars_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Super-Mario-3D-All-Stars-1832369.html,,,"english, french, german, japanese",Super Mario 3D All-Stars,EU
112,Metal Slug 1,1496,合金弹头1,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/migration/games_7/packshot/nintendo3ds_dls_1/landscape_3/MetalSlug_02_rdax_90x67_image500w.png,https://www.nintendo.com/en-gb/Games/Virtual-Console-Wii-/Metal-Slug-278161.html,,,,Metal Slug,EU
113,Captain Tsubasa: Rise of New Champions 2,7964,队长小翼2 世界群星,Nintendo Switch 2,14000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_CaptainTsubasaRiseOfNewChampions_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Captain-Tsubasa-Rise-of-New-Champions-1818954.html,,,"english, french, german, italian, spanish",Captain Tsubasa: Rise of New Champions,EU
114,FATAL FRAME: Mask of the Lunar Eclipse,1496,零 月蚀的假面,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_ProjectZeroMaskOfTheLunarEclipse_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/PROJECT-ZERO-Mask-of-the-Lunar-Eclipse-2264589.html,,,"english, french, german",PROJECT ZERO: Mask of the Lunar Eclipse,EU
115,Big Brain Academy: Brain vs. Brain,1927.2,灵活脑学校,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_BigBrainAcademyBrainVsBrain_enGB_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Big-Brain-Academy-Brain-vs-Brain-2034538.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, russian, spanish",Big Brain Academy: Brain vs. Brain,EU
116,Fire Emblem Warriors: Three Hopes,1496,火焰纹章无双 风花雪月,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_FireEmblemWarriorsThreeHopes_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Fire-Emblem-Warriors-Three-Hopes-2169456.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",Fire Emblem Warriors: Three Hopes,EU
117,Pokémon FireRed / LeafGreen,1496,精灵宝可梦 火红/叶绿,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/migration/games_7/packshot/gameboyadvance_1/other_5/pokmon_leafgreen_rdax_90x90_image500w.png,https://www.nintendo.com/en-gb/Games/Game-Boy-Advance/Pokemon-LeafGreen-267134.html,,,,Pokémon LeafGreen,EU
118,Assassin's Creed: The Rebel Collection,1711.6,刺客信条 叛变合集,Nintendo Switch,9000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_AssassinsCreedTheRebelCollection_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Assassin-s-Creed-The-Rebel-Collection-1683980.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Assassin’s Creed®: The Rebel Collection,EU
119,LEGO City Undercover,1711.6,乐高都市 卧底风云,Nintendo Switch,9000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/wiiu_6/PS_WiiU_LegoCityUnderCover_NS_UKV_image500w.jpg,https://www.nintendo.com/en-gb/Games/Wii-U-games/LEGO-CITY-Undercover-653779.html,,,"danish, dutch, english, french, german, italian, portuguese, russian, spanish",LEGO CITY Undercover,EU
120,World War Z,1496,僵尸世界大战,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_WorldWarZ_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/World-War-Z-2037593.html,,,"chinese, english, french, german, italian, portuguese, russian, spanish",World War Z,EU
121,Stardew Valley,1496,星露谷物语,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_StardewValley_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Stardew-Valley-1287587.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Stardew Valley,EU
122,KUUKIYOMI 4,1496,大家一起读空气4,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/KUUKIYOMI-4-Consider-It-2700730.html,,,"chinese, english, japanese, korean",KUUKIYOMI 4: Consider It,EU
123,Kena: Bridge of Spirits,1496,柯娜 灵魂之桥,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Kena-Bridge-of-Spirits-3054992.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",Kena: Bridge of Spirits,EU
124,Mina the Hollower,1496,米娜地鼠探险,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Mina-the-Hollower-2887790.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Mina the Hollower,EU
125,Back to the Dawn,2358.4,动物迷城,Nintendo Switch 2,8000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Back-to-the-Dawn-3015376.html,,,"chinese, english, japanese, korean",Back to the Dawn,EU
126,Moving Out 2,1711.6,胡闹搬家2,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Moving-Out-Moving-out-2-Bundle-2432682.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Moving Out & Moving out 2 Bundle,EU
127,Disney Tsum Tsum Festival,1496,迪士尼 Tsum Tsum 嘉年华,Nintendo Switch 2,12000,نعم,,https://store.nintendo.com.hk/70010000022756,70010000022756,BANDAI NAMCO,中文,Disney TSUM TSUM FESTIVAL,HK
128,Ball x Pit,1496,球池,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/BALL-x-PIT-2931076.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",BALL x PIT,EU
129,Clubhouse Games: 51 Worldwide Classics,1496,世界游戏大全51,Nintendo Switch,5000,نعم,,https://store.nintendo.com.hk/70010000029719,70010000029719,Nintendo,中文,世界游戏大全51,HK
130,Minecraft Dungeons: Ultimate Edition,1711.6,我的世界 地下城,Nintendo Switch,9000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_MinecraftDungeons_enGB_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Minecraft-Dungeons-1749059.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Minecraft Dungeons,EU
131,Kukoos: Lost Pets,1496,库酷族 遗失的宠物,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_KukoosLostPets_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Kukoos-Lost-Pets-2304894.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Kukoos: Lost Pets,EU
132,9 R.I.P.,4730,九人安息 [Switch],Nintendo Switch,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/9-R-I-P-2651251.html,,,english,9 R.I.P.,EU
133,9 R.I.P.,5808,九人安息 [Switch 2],Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/9-R-I-P-2651251.html,,,english,9 R.I.P.,EU
134,Railway Nippon! Real Pro,1927.2,铁路日本,Nintendo Switch 2,7000,لا — يابانية/صينية,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_NipponMarathon_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Nippon-Marathon-1487307.html,,,"chinese, english, japanese, korean",Nippon Marathon,EU
